,author,title,date,
463,fry,lines and fills in 3d,2003-06-08 18:23:00,
464,skloopy,lines and fills in 3d,2003-06-08 21:44:00,
465,fry,lines and fills in 3d,2003-06-09 14:40:00,
466,arielm,lines and fills in 3d,2003-06-09 15:40:00,
467,skloopy,lines and fills in 3d,2003-06-09 18:49:00,
468,benelek,lines and fills in 3d,2003-06-11 04:23:00,
469,fry,lines and fills in 3d,2003-09-18 04:28:00,
470,skloopy,Quotes in a String bug,2003-03-27 07:03:00,
471,fry,Quotes in a String bug,2003-03-27 15:16:00,
472,skloopy,Quotes in a String bug,2003-03-28 02:58:00,
473,fry,Quotes in a String bug,2003-09-18 04:26:00,
474,mawend,3d depth sorting,2003-01-29 05:47:00,
475,fry,3d depth sorting,2003-01-30 03:33:00,
476,fry,3d depth sorting,2003-09-18 04:25:00,
477,benelek,stroke(0),2003-01-08 06:43:00,
478,fry,stroke(0),2003-01-26 22:31:00,
479,fry,stroke(0),2003-09-18 04:25:00,
480,benelek,loadStrings(),2003-01-30 01:45:00,
481,Glen Murphy,loadStrings(),2003-01-30 03:56:00,
482,benelek,loadStrings(),2003-01-30 09:20:00,
483,fry,loadStrings(),2003-09-18 04:15:00,
484,edwardgeorge,keys + mouse in present mode,2003-03-19 11:30:00,
485,fry,keys + mouse in present mode,2003-03-24 16:02:00,
486,fry,keys + mouse in present mode,2003-09-18 00:58:00,
487,Martin,present -- 0052-0054,2003-04-12 18:12:00,
488,fry,present -- 0052-0054,2003-04-13 01:25:00,
489,fry,present -- 0052-0054,2003-05-06 01:33:00,
490,fry,present -- 0052-0054,2003-09-18 00:58:00,
491,benelek,bezier incorrectly drawn,2003-09-11 02:38:00,
492,arielm,bezier incorrectly drawn,2003-09-11 10:48:00,
493,arielm,bezier incorrectly drawn,2003-09-11 11:14:00,
494,benelek,bezier incorrectly drawn,2003-09-11 11:40:00,
495,benelek,bezier incorrectly drawn,2003-09-11 11:43:00,
496,arielm,bezier incorrectly drawn,2003-09-11 20:52:00,
497,benelek,bezier incorrectly drawn,2003-09-12 04:11:00,
498,arielm,bezier incorrectly drawn,2003-09-12 21:18:00,
499,fry,bezier incorrectly drawn,2003-09-17 01:13:00,
500,fry,bezier incorrectly drawn,2003-09-18 00:07:00,
501,elout,showStatus - nullpointerexception,2003-09-12 16:00:00,
502,fry,showStatus - nullpointerexception,2003-09-21 19:47:00,
503,trip,strange String behavior,2003-09-04 20:41:00,
504,flight404,strange String behavior,2003-09-04 23:08:00,
505,fry,strange String behavior,2003-09-05 00:20:00,
506,trip,strange String behavior,2003-09-05 08:50:00,
507,mKoser,strange String behavior,2003-09-05 11:54:00,
508,benelek,strange String behavior,2003-09-05 13:16:00,
509,mKoser,strange String behavior,2003-09-05 23:06:00,
510,trip,strange String behavior,2003-09-06 02:53:00,
511,Jerronimo,strange String behavior,2003-09-06 04:56:00,
512,fry,strange String behavior,2003-09-08 11:27:00,
513,fry,strange String behavior,2003-09-21 19:50:00,
514,skloopy,pmouseX & Y,2003-02-05 10:41:00,
515,Glen Murphy,pmouseX & Y,2003-02-05 12:51:00,
516,fry,pmouseX & Y,2003-02-09 17:04:00,
517,fry,pmouseX & Y,2003-09-01 06:43:00,
518,mKoser,color() method not working with setup(),2003-08-22 19:37:00,
519,fry,color() method not working with setup(),2003-08-23 01:00:00,
520,mKoser,color() method not working with setup(),2003-08-23 01:26:00,
521,fry,color() method not working with setup(),2003-09-21 19:53:00,
522,mKoser,color() methods alpha is ignored,2003-08-22 19:48:00,
523,arielm,color() methods alpha is ignored,2003-08-23 00:43:00,
524,fry,color() methods alpha is ignored,2003-09-21 19:55:00,
525,scrap-pile,screenGrab() in a browser,2003-08-03 18:29:00,
526,fry,screenGrab() in a browser,2003-08-03 19:08:00,
527,scrap-pile,screenGrab() in a browser,2003-08-04 15:54:00,
528,scrap-pile,screenGrab() in a browser,2003-08-04 16:29:00,
529,fry,screenGrab() in a browser,2003-08-04 17:20:00,
530,REAS,screenGrab() in a browser,2003-08-06 07:49:00,
531,fry,screenGrab() in a browser,2003-09-21 20:00:00,
532,mKoser,lines not being pushed down the Z-axis,2003-07-29 17:16:00,
533,fry,lines not being pushed down the Z-axis,2003-07-29 19:52:00,
534,fry,lines not being pushed down the Z-axis,2003-09-21 20:02:00,
535,mr.prufrock,color alpha,2003-07-21 21:47:00,
536,toxi,color alpha,2003-07-21 23:16:00,
537,arielm,color alpha,2003-07-21 23:33:00,
538,benelek,color alpha,2003-07-22 06:19:00,
539,toxi,color alpha,2003-07-22 15:40:00,
540,arielm,color alpha,2003-07-22 17:15:00,
541,toxi,color alpha,2003-07-22 17:26:00,
542,arielm,color alpha,2003-07-22 18:44:00,
543,mr.prufrock,color alpha,2003-07-22 19:45:00,
544,toxi,color alpha,2003-07-22 21:05:00,
545,fry,color alpha,2003-09-21 20:06:00,
546,Victor Gomes,quotation mark in strings,2003-06-26 01:06:00,
547,fry,quotation mark in strings,2003-09-21 20:12:00,
548,XahXhaX,A problem starting it on account of Quicktime...,2003-09-05 21:06:00,
549,fry,A problem starting it on account of Quicktime...,2003-09-08 11:20:00,
550,fry,A problem starting it on account of Quicktime...,2003-09-22 00:52:00,
551,mflux,Cannot compile anything.....,2003-09-20 02:51:00,
552,fry,Cannot compile anything.....,2003-09-20 03:20:00,
553,mflux,Cannot compile anything.....,2003-09-20 03:23:00,
554,mflux,Cannot compile anything.....,2003-09-20 03:28:00,
555,mflux,Cannot compile anything.....,2003-09-20 03:30:00,
556,fry,Cannot compile anything.....,2003-09-20 19:03:00,
557,fry,Cannot compile anything.....,2003-09-22 00:54:00,
558,arielm,059 won't even start!,2003-09-02 11:22:00,
559,fry,059 won't even start!,2003-09-02 15:48:00,
560,arielm,059 won't even start!,2003-09-02 15:57:00,
561,fry,059 won't even start!,2003-09-02 16:41:00,
562,arielm,059 won't even start!,2003-09-03 01:18:00,
563,fry,059 won't even start!,2003-09-03 04:37:00,
564,arielm,059 won't even start!,2003-09-03 09:45:00,
565,edwardgeorge,059 won't even start!,2003-09-06 18:01:00,
566,fry,059 won't even start!,2003-09-22 00:57:00,
567,shanexx,using p59 with winXP,2003-09-16 08:05:00,
568,arielm,using p59 with winXP,2003-09-16 09:23:00,
569,fry,using p59 with winXP,2003-09-22 00:59:00,
570,Lawrence,Runtime requirements,2003-09-13 11:07:00,
571,Mattj,Runtime requirements,2003-09-14 08:23:00,
572,fry,Runtime requirements,2003-09-17 18:02:00,
573,fry,Runtime requirements,2003-09-22 01:00:00,
574,Lawrence,Runtime requirements,2003-09-26 07:22:00,
575,fry,Runtime requirements,2003-09-26 22:53:00,
576,TomC,"0059 distribution quirks (CVS folders, jikes size)",2003-09-03 11:35:00,
577,fry,"0059 distribution quirks (CVS folders, jikes size)",2003-09-04 03:39:00,
578,chrism,P5 won't launch in Windows ME,2002-08-10 16:34:00,
579,fry,P5 won't launch in Windows ME,2002-08-12 04:58:00,
580,chrism,P5 won't launch in Windows ME,2002-08-12 17:45:00,
581,fry,P5 won't launch in Windows ME,2002-08-13 16:15:00,
582,fry,P5 won't launch in Windows ME,2003-09-01 06:46:00,
583,depth,find / find+replace,2003-06-07 18:39:00,
584,REAS,find / find+replace,2003-06-10 09:50:00,
585,fry,find / find+replace,2003-09-22 07:14:00,
586,mKoser,P5 is crashing on win2000,2002-08-28 14:41:00,
587,fry,P5 is crashing on win2000,2002-09-01 22:38:00,
588,mKoser,P5 is crashing on win2000,2002-09-04 14:11:00,
589,fry,P5 is crashing on win2000,2002-10-20 20:37:00,
590,zeitgeist,P5 is crashing on win2000,2002-11-07 03:09:00,
591,fry,P5 is crashing on win2000,2002-11-08 16:34:00,
592,zeitgeist,P5 is crashing on win2000,2002-11-11 17:42:00,
593,fry,P5 is crashing on win2000,2002-11-20 20:26:00,
594,fry,P5 is crashing on win2000,2003-09-01 06:48:00,
595,arielm,P5 is crashing on win2000,2003-09-01 10:01:00,
596,fry,P5 is crashing on win2000,2003-09-01 15:22:00,
597,fry,PLEASE DO NOT POST (OR RESPOND) HERE,2003-09-23 18:55:00,
598,benelek,0062 'beautify' not working,2003-09-27 09:21:00,
599,mKoser,0062 'beautify' not working,2003-09-27 11:18:00,
600,fry,0062 'beautify' not working,2003-09-27 14:16:00,
601,mKoser,serialPort selection greyed-out in 0058,2003-08-23 01:35:00,
602,fry,serialPort selection greyed-out in 0058,2003-08-24 04:27:00,
603,olivier,serialPort selection greyed-out in 0058,2003-09-25 17:01:00,
604,fry,serialPort selection greyed-out in 0058,2003-09-25 18:26:00,
605,mKoser,serialPort selection greyed-out in 0058,2003-09-25 18:55:00,
606,fry,serialPort selection greyed-out in 0058,2003-09-25 19:02:00,
607,olivier,serialPort selection greyed-out in 0058,2003-09-25 19:30:00,
608,fry,serialPort selection greyed-out in 0058,2003-09-27 18:03:00,
609,benelek,initial run problems in 0060,2003-09-24 05:41:00,
610,mKoser,initial run problems in 0060,2003-09-24 12:28:00,
611,benelek,initial run problems in 0060,2003-09-24 15:17:00,
612,fry,initial run problems in 0060,2003-09-24 15:25:00,
613,benelek,initial run problems in 0060,2003-09-25 15:28:00,
614,fry,initial run problems in 0060,2003-09-25 16:23:00,
615,vic wang,run time error,2003-09-23 17:20:00,
616,fry,run time error,2003-09-23 17:26:00,
617,vic wang,run time error,2003-09-23 17:45:00,
618,fry,run time error,2003-09-23 18:14:00,
619,fry,Release 62: Insomniac,2003-09-24 19:00:00,
620,fry,Release 61: The Aftermath,2003-09-24 00:08:00,
621,fry,Release 60: Shark Attack,2003-09-23 01:14:00,
622,fry,Release 60: Shark Attack,2003-09-23 01:14:00,
623,fry,Release 60: Shark Attack,2003-09-23 01:15:00,
624,fry,Release 60: Shark Attack,2003-09-23 01:15:00,
625,fry,revision 59 begins the march to beta,2003-09-01 02:46:00,
626,Bijeoma,release 0062 - choosing cancel at save closes p5,2003-09-28 08:58:00,
627,senior,release 0062 - choosing cancel at save closes p5,2003-09-28 16:56:00,
628,fry,release 0062 - choosing cancel at save closes p5,2003-09-29 19:01:00,
629,fry,release 0062 - choosing cancel at save closes p5,2003-09-29 22:06:00,
630,Bijeoma,release 0062 - choosing cancel at save closes p5,2003-09-29 22:27:00,
631,flight404,copy and paste,2003-06-12 03:25:00,
632,_Ryan,copy and paste,2003-06-12 05:25:00,
633,fry,copy and paste,2003-09-29 21:54:00,
634,ed,63+ stroke weight >1 fix eta?,2003-09-28 11:16:00,
635,fry,63+ stroke weight >1 fix eta?,2003-09-29 22:08:00,
636,Forrest Osterman,Pasting strangeness,2003-09-10 00:20:00,
637,Jerronimo,Pasting strangeness,2003-09-10 00:53:00,
638,Jerronimo,Pasting strangeness,2003-09-10 00:54:00,
639,fry,Pasting strangeness,2003-09-29 21:52:00,
640,fry,Pasting strangeness,2003-09-29 22:02:00,
641,Bijeoma,release 062 beautify not working,2003-09-28 08:03:00,
642,fry,release 062 beautify not working,2003-09-28 21:29:00,
643,rgovostes,0065: processing ate my sketch!,2003-10-05 00:29:00,
644,fry,0065: processing ate my sketch!,2003-10-06 01:41:00,
645,fry,0065: processing ate my sketch!,2003-10-18 18:52:00,
646,indigo,0065: processing ate my sketch!,2004-05-05 09:03:00,
647,Jerronimo,Rename blows away files on OS X (0065),2003-10-14 21:44:00,
648,fry,Rename blows away files on OS X (0065),2003-10-14 22:29:00,
649,Jerronimo,Rename blows away files on OS X (0065),2003-10-14 22:34:00,
650,fry,Rename blows away files on OS X (0065),2003-10-18 19:12:00,
651,depth,'Semantic Error' class not found v0065,2003-10-13 04:41:00,
652,arielm,'Semantic Error' class not found v0065,2003-10-13 10:06:00,
653,depth,'Semantic Error' class not found v0065,2003-10-13 21:32:00,
654,arielm,'Semantic Error' class not found v0065,2003-10-14 01:55:00,
655,fry,'Semantic Error' class not found v0065,2003-10-14 22:33:00,
656,depth,'Semantic Error' class not found v0065,2003-10-15 17:36:00,
657,fry,'Semantic Error' class not found v0065,2003-10-18 19:28:00,
658,ed,curvePoint needs initialising?,2003-10-05 21:57:00,
659,fry,curvePoint needs initialising?,2003-10-06 01:39:00,
660,fry,curvePoint needs initialising?,2003-10-18 19:54:00,
661,depth,0065 - semicolons && video == bad,2003-10-13 21:26:00,
662,fry,0065 - semicolons && video == bad,2003-10-14 22:35:00,
663,_scloopy,Rects and Ellipses don't have alpha?,2003-10-07 00:46:00,
664,_scloopy,Rects and Ellipses don't have alpha?,2003-10-07 00:48:00,
665,fry,Rects and Ellipses don't have alpha?,2003-10-07 00:58:00,
666,senior,rotating text in 3D is narsty,2003-09-28 06:10:00,
667,fry,rotating text in 3D is narsty,2003-09-29 21:07:00,
668,senior,rotating text in 3D is narsty,2003-09-30 00:10:00,
669,arielm,rotating text in 3D is narsty,2003-09-30 00:32:00,
670,fry,rotating text in 3D is narsty,2003-09-30 02:27:00,
671,arielm,rotating text in 3D is narsty,2003-09-30 02:40:00,
672,fry,rotating text in 3D is narsty,2003-09-30 02:56:00,
673,fry,rotating text in 3D is narsty,2003-09-30 06:08:00,
674,arielm,rotating text in 3D is narsty,2003-09-30 10:04:00,
675,fry,rotating text in 3D is narsty,2003-09-30 20:15:00,
676,fry,Release 64: For the Kids,2003-09-29 22:13:00,
677,elout,background(Bimage) scaling error,2003-09-30 14:07:00,
678,toxi,background(Bimage) scaling error,2003-09-30 15:03:00,
679,fry,background(Bimage) scaling error,2003-10-18 20:04:00,
680,fry,Release 63: Full Metal Java,2003-09-27 19:03:00,
681,baffo,"Editor, Curves and strange save thing",2003-09-08 22:59:00,
682,fry,"Editor, Curves and strange save thing",2003-09-21 19:49:00,
683,fry,Trouble with QuickTime for Java?,2003-09-18 01:16:00,
684,fry,Trouble with QuickTime for Java?,2003-09-23 01:38:00,
685,fry,Trouble with QuickTime for Java?,2003-10-18 20:08:00,
686,skloopy,P65 doesn't always save to history..,2003-10-07 04:28:00,
687,mohn,P65 doesn't always save to history..,2003-10-11 05:09:00,
688,skloopy,P65 doesn't always save to history..,2003-10-11 07:04:00,
689,mohn,P65 doesn't always save to history..,2003-10-11 21:18:00,
690,skloopy,P65 doesn't always save to history..,2003-10-11 22:30:00,
691,fry,P65 doesn't always save to history..,2003-10-14 22:38:00,
692,fry,P65 doesn't always save to history..,2003-10-18 20:22:00,
693,arielm,external classes not exported to web,2003-10-13 03:21:00,
694,fry,external classes not exported to web,2003-10-14 22:36:00,
695,arielm,external classes not exported to web,2003-10-14 23:07:00,
696,fry,external classes not exported to web,2003-10-15 00:07:00,
697,arielm,external classes not exported to web,2003-10-15 02:47:00,
698,fry,external classes not exported to web,2003-10-18 19:49:00,
699,fry,external classes not exported to web,2003-10-19 20:04:00,
700,fry,Release 65: Smoove Text,2003-09-30 20:33:00,
701,megamu,find -> replace all causes hangup,2003-09-29 02:03:00,
702,fry,find -> replace all causes hangup,2003-09-29 18:57:00,
703,fry,find -> replace all causes hangup,2003-10-18 23:34:00,
704,senior,find -> replace all causes hangup,2003-10-31 18:23:00,
705,jbk303,smooth() circle weirdness,2003-04-16 02:08:00,
706,fry,smooth() circle weirdness,2003-05-20 19:11:00,
707,fry,smooth() circle weirdness,2003-10-19 21:06:00,
708,edwardgeorge,Caching in advanced mode,2003-03-13 13:16:00,
709,Martin,Caching in advanced mode,2003-03-13 14:28:00,
710,edwardgeorge,Caching in advanced mode,2003-03-13 14:46:00,
711,fry,Caching in advanced mode,2003-03-13 16:09:00,
712,Martin,Caching in advanced mode,2003-03-13 18:16:00,
713,fry,Caching in advanced mode,2003-03-13 18:53:00,
714,fry,Caching in advanced mode,2003-10-19 21:16:00,
715,skloopy,Public Class,2003-04-17 11:21:00,
716,fry,Public Class,2003-05-01 04:59:00,
717,arielm,Public Class,2003-05-01 18:41:00,
718,benelek,Public Class,2003-05-02 15:41:00,
719,fry,Public Class,2003-05-03 01:08:00,
720,fry,Public Class,2003-09-25 02:20:00,
721,pollux,knowing if authoring/local/online,2003-04-29 19:48:00,
722,fry,knowing if authoring/local/online,2003-05-01 05:05:00,
723,fry,knowing if authoring/local/online,2003-09-20 02:04:00,
724,benelek,pixels area copying,2003-04-14 15:56:00,
725,fry,pixels area copying,2003-04-14 16:56:00,
726,fry,pixels area copying,2003-09-19 05:38:00,
727,Jerronimo,Saving Images,2003-08-28 15:09:00,
728,fry,Saving Images,2003-08-28 17:29:00,
729,Jerronimo,Saving Images,2003-08-28 18:50:00,
730,fry,Saving Images,2003-09-19 05:24:00,
731,Martin,IAE in 0066/0065,2003-10-20 06:18:00,
732,Martin,IAE in 0066/0065,2003-10-20 06:36:00,
733,fry,IAE in 0066/0065,2003-10-20 08:02:00,
734,Martin,IAE in 0066/0065,2003-10-20 08:20:00,
735,fry,IAE in 0066/0065,2003-10-26 02:44:00,
736,Martin,illegal argument exception / 0065,2003-10-14 05:18:00,
737,fry,illegal argument exception / 0065,2003-10-14 22:30:00,
738,Martin,illegal argument exception / 0065,2003-10-20 04:51:00,
739,fry,illegal argument exception / 0065,2003-10-26 02:45:00,
740,battey,very slow save() and saveFrame() on OSX,2003-10-25 01:02:00,
741,skloopy,very slow save() and saveFrame() on OSX,2003-10-25 09:06:00,
742,fry,very slow save() and saveFrame() on OSX,2003-10-25 19:31:00,
743,fry,very slow save() and saveFrame() on OSX,2003-10-26 03:00:00,
744,Jerronimo,OSX Quicktime 6.4 update breaks processing,2003-10-17 04:46:00,
745,fry,OSX Quicktime 6.4 update breaks processing,2003-10-18 19:25:00,
746,Jerronimo,OSX Quicktime 6.4 update breaks processing,2003-10-19 01:09:00,
747,Jerronimo,OSX Quicktime 6.4 update breaks processing,2003-10-19 01:14:00,
748,Jerronimo,OSX Quicktime 6.4 update breaks processing,2003-10-19 01:55:00,
749,fry,OSX Quicktime 6.4 update breaks processing,2003-10-19 02:32:00,
750,Jerronimo,OSX Quicktime 6.4 update breaks processing,2003-10-19 17:43:00,
751,fry,OSX Quicktime 6.4 update breaks processing,2003-10-19 18:06:00,
752,Jerronimo,OSX Quicktime 6.4 update breaks processing,2003-10-19 18:13:00,
753,fry,OSX Quicktime 6.4 update breaks processing,2003-10-19 19:08:00,
754,Jerronimo,OSX Quicktime 6.4 update breaks processing,2003-10-19 20:58:00,
755,adrien,OSX Quicktime 6.4 update breaks processing,2003-10-24 16:16:00,
756,fry,OSX Quicktime 6.4 update breaks processing,2003-10-24 17:28:00,
757,REAS,OSX Quicktime 6.4 update breaks processing,2003-10-24 20:30:00,
758,Martin,tremendously small 0066 bug,2003-10-20 06:04:00,
759,fry,tremendously small 0066 bug,2003-10-20 08:01:00,
760,fry,tremendously small 0066 bug,2003-10-26 03:26:00,
761,senior,run-expert.bat in 0062,2003-09-24 21:31:00,
762,fry,run-expert.bat in 0062,2003-09-25 02:25:00,
763,bageshree,run-expert.bat in 0062,2003-10-07 00:23:00,
764,fry,run-expert.bat in 0062,2003-10-26 03:28:00,
765,trip,I can't export  (58),2003-08-22 20:23:00,
766,fry,I can't export  (58),2003-09-21 20:11:00,
767,fry,I can't export  (58),2003-10-26 03:35:00,
768,gkoshra,P5 - 55 beginVideo,2003-05-30 10:31:00,
769,REAS,P5 - 55 beginVideo,2003-06-05 21:37:00,
770,fry,P5 - 55 beginVideo,2003-06-08 17:40:00,
771,gkoshra,P5 - 55 beginVideo,2003-06-09 08:34:00,
772,Diego,P5 - 55 beginVideo,2003-06-27 12:44:00,
773,fry,P5 - 55 beginVideo,2003-07-30 02:39:00,
774,amoeba,Exported applet has wrong size when static,2003-10-26 20:00:00,
775,fry,Exported applet has wrong size when static,2003-10-27 02:15:00,
776,amoeba,"java mode or external class ""hangs"" sketch",2003-10-26 19:35:00,
777,fry,"java mode or external class ""hangs"" sketch",2003-10-27 02:35:00,
778,amoeba,"java mode or external class ""hangs"" sketch",2003-10-27 23:44:00,
779,trip,"java mode or external class ""hangs"" sketch",2003-10-29 07:56:00,
780,mKoser,"java mode or external class ""hangs"" sketch",2003-10-29 10:19:00,
781,trip,"java mode or external class ""hangs"" sketch",2003-10-31 02:14:00,
